skill_id,skill_name,cast_time,aftercast,recharge,type,profession,attribute,energy_cost,sacrifice,adrenaline,combo,weapon_req,combo_req,target
1741,Ghostmirror Light,1.0,0.75,3.0,5,8,33,5,0,0,0,0,0,4
1742,Signet of Ghostly Might,1.0,0.75,15.0,7,8,32,0,0,0,0,0,0,0
1743,Signet of Binding,2.0,0.75,15.0,7,8,36,0,0,0,0,0,0,1
1744,Caretaker's Charge,1.0,0.75,4.0,5,8,34,5,0,0,0,0,0,5
1745,Anguish,0.75,0.75,45.0,22,8,32,15,0,0,0,0,0,0
1746,Anguish,2.0,0.0,0.0,14,8,32,0,0,0,0,70,0,5
1747,Empowerment,0.75,0.75,30.0,22,8,36,5,0,0,0,0,0,0
1748,Recovery,0.75,0.75,30.0,22,8,33,15,0,0,0,0,0,0
1749,Weapon of Fury,1.0,0.75,8.0,25,8,34,5,0,0,0,0,0,3
1750,Xinrae's Weapon,0.25,0.75,3.0,25,8,33,5,0,0,0,0,0,3
1751,Warmonger's Weapon,1.0,0.75,30.0,25,8,34,10,0,0,0,0,0,3
1752,Weapon of Remedy,0.25,0.75,3.0,25,8,33,5,0,0,0,0,0,3
1753,Rending Sweep,0.0,0.0,0.0,14,10,41,0,0,150,0,32,0,5
1754,Onslaught,0.0,0.0,10.0,6,10,42,10,0,0,0,0,0,0
1755,Mystic Corruption,0.0,0.0,10.0,6,10,44,10,0,0,0,0,0,0
1756,Grenth's Grasp,0.0,0.0,10.0,6,10,42,5,0,0,0,0,0,0
1757,Veil of Thorns,0.0,0.0,15.0,6,10,43,10,0,0,0,0,0,0
1758,Harrier's Grasp,0.0,0.0,15.0,6,10,42,10,0,0,0,0,0,0
1759,Vow of Strength,0.25,0.75,20.0,6,10,43,5,0,0,0,0,0,0
1760,Ebon Dust Aura,0.0,0.0,20.0,6,10,43,10,0,0,0,0,0,0
1761,Zealous Vow,0.25,0.75,12.0,6,10,42,5,0,0,0,0,0,0
1762,Heart of Fury,0.0,0.0,0.0,3,10,44,0,0,80,0,0,0,0
1763,Zealous Renewal,0.0,0.0,10.0,6,10,44,5,0,0,0,0,0,0
1764,Attacker's Insight,0.0,0.0,10.0,6,10,42,10,0,0,0,0,0,0
1765,Rending Aura,0.0,0.0,6.0,6,10,42,10,0,0,0,0,0,0
1766,Featherfoot Grace,0.25,0.75,15.0,6,10,42,10,0,0,0,0,0,0
1767,Reaper's Sweep,0.0,0.0,0.0,14,10,41,0,0,200,0,32,0,5
1768,Harrier's Haste,0.0,0.0,10.0,6,10,42,10,0,0,0,0,0,0
1769,Focused Anger,0.0,0.0,60.0,16,9,40,10,0,0,0,0,0,0
1770,Natural Temper,0.0,0.0,0.0,16,9,40,0,0,75,0,0,0,0
1771,Song of Restoration,1.0,0.75,20.0,27,9,39,10,0,0,0,0,0,0
1772,Lyric of Purification,1.0,0.75,20.0,27,9,39,5,0,0,0,0,0,0
1773,Soldier's Fury,1.0,0.75,5.0,28,9,40,5,0,0,0,0,0,0
1774,Aggressive Refrain,2.0,0.75,20.0,28,9,40,25,0,0,0,0,0,0
1775,Energizing Finale,1.0,0.75,5.0,28,9,39,10,0,0,0,0,0,3
1776,Signet of Aggression,1.0,0.75,5.0,7,9,51,0,0,0,0,0,0,0
1777,Remedy Signet,1.0,0.75,4.0,7,9,51,0,0,0,0,0,0,0
1778,Signet of Return,5.0,0.75,5.0,7,9,40,0,0,0,0,0,0,6
1779,"""Make Your Time!""",0.0,0.0,30.0,15,9,40,10,0,0,0,0,0,0
1780,"""Can't Touch This!""",0.0,0.0,20.0,15,9,38,5,0,0,0,0,0,0
1781,"""Find Their Weakness!""",0.0,0.0,15.0,15,9,38,10,0,0,0,0,0,3
1782,"""The Power Is Yours!""",0.0,0.0,0.0,15,9,39,0,0,100,0,0,0,0
1783,Slayer's Spear,0.0,0.0,4.0,14,9,37,10,0,0,0,64,0,5
1784,Swift Javelin,0.0,0.0,10.0,14,9,37,5,0,0,0,64,0,5
1785,Nature's Speed,0.0,0.0,30.0,3,2,24,5,0,0,0,0,0,0
1786,Weapon of Mastery,1.0,0.75,45.0,25,8,34,10,0,0,0,0,0,3
1787,Accelerated Growth,1.0,0.75,45.0,6,8,36,10,0,0,0,0,0,0
1788,"""Forge the Way!""",0.0,0.0,20.0,15,9,38,5,0,0,0,0,0,4
1789,Anthem of Aggression,1.0,0.75,20.0,27,9,40,10,0,0,0,0,0,0
1790,Skale Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1791,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1792,Skree Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1793,Insect Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1794,Corsair Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1795,Plant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1796,Undead Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1797,Eternal Suffering,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1798,Eternal Suffering,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1799,Eternal Suffering,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1800,Eternal Languor,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1801,Eternal Languor,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1802,Eternal Languor,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1803,Eternal Lethargy,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1804,Eternal Lethargy,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1805,Eternal Lethargy,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1806,(TEMP)Bonus Energy on Armor,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1807,(TEMP)Bonus Health on Armor,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1808,Thirst of the Drought,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1809,Thirst of the Drought,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1810,Thirst of the Drought,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1811,Thirst of the Drought,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1812,Thirst of the Drought,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1813,Lightbringer,0.0,0.0,0.0,13,0,51,0,0,0,0,0,0,0
1814,Lightbringer's Gaze,1.0,0.75,15.0,10,0,51,5,0,0,0,0,0,5
1815,Lightbringer Signet,0.25,0.75,25.0,7,0,51,0,0,0,0,0,0,0
1816,Sunspear Rebirth Signet,3.0,0.75,0.0,7,0,51,0,0,0,0,0,0,6
1817,Wisdom,0.0,0.0,0.0,13,0,51,0,0,0,0,0,0,0
1818,Maddened Strike,0.0,0.25,2.0,10,0,51,0,0,0,0,0,0,5
1819,Maddened Stance,0.0,0.0,1.0,17,0,51,0,0,0,0,0,0,0
1820,Spirit Form,0.0,0.0,0.0,6,0,51,0,0,0,0,0,0,0
1821,Gods' Blessing,0.0,0.0,0.0,6,0,51,0,0,0,0,0,0,0
1822,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1823,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1824,Behemoth Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1825,Behemoth Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1826,Elemental Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1827,Elemental Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1828,Harpy Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1829,Insect Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1830,Insect Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1831,Demon Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1832,Minotaur Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1833,Plant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1834,Plant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1835,Skale Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1836,Skale Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1837,Heket Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1838,Heket Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1839,Kournan Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1840,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1841,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1842,Corsair Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1843,Kournan Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1844,Dhuum Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1845,Menzies Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1846,Elemental Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1847,Monolith Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1848,Monolith Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1849,Margonite Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1850,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1851,Titan Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1852,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1853,Giant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1854,Undead Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1855,Kournan Siege,6.0,0.75,0.0,10,0,51,0,0,0,0,0,0,5
1856,Lose your Head,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1857,Wandering Mind,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1858,(TEMP)Bonus Shorten Condition Double,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1859,Altar Buff,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1860,Sugar Rush,0.0,0.0,0.0,6,0,51,0,0,0,0,0,0,0
1861,Choking Breath,1.0,1.0,1.0,10,0,51,5,0,0,0,0,0,5
1862,Junundu Bite,1.0,1.0,8.0,10,0,51,0,0,0,0,0,0,5
1863,Blinding Breath,1.0,1.0,2.0,10,0,51,10,0,0,0,0,0,0
1864,Burning Breath,2.0,2.0,2.0,10,0,51,5,0,0,0,0,0,5
1865,Junundu Wail,3.0,3.0,10.0,10,0,51,15,0,0,0,0,0,0
1866,Capture Point,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1867,Approaching the Vortex,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1868,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1869,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1870,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1871,Avatar of Sweetness,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1872,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1873,Corrupted Lands,0.0,0.0,0.0,18,0,51,0,0,0,0,0,0,0
1874,(monster only),0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1875,Words of Madness,0.0,0.75,2.0,10,0,51,0,0,0,0,0,0,5
1876,Unknown Junundu Ability,2.0,2.0,8.0,10,0,51,5,0,0,0,0,0,0
1877,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1878,(TEMP)Bonus Shorten Condition Single,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1879,"(TEMP)(equip bonus) You take +<param>*(1,2,3) additional damage from damage of type <param2>",0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1880,Torment Slash,3.25,0.75,2.0,10,0,51,5,0,0,0,0,0,5
1881,Bonds of Torment,1.0,0.75,20.0,4,0,51,10,0,0,0,0,0,5
1882,Shadow Smash,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1883,Bonds of Torment,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1884,Consume Torment,0.75,0.75,7.0,10,0,51,0,0,0,0,0,0,0
1885,Banish Enchantment,0.75,0.75,4.0,5,0,51,5,0,0,0,0,0,5
1886,Summoning Shadows,0.0,2.0,20.0,10,0,51,10,0,0,0,0,0,0
1887,Lightbringer's Insight,0.0,0.0,0.0,2,0,51,0,0,0,0,0,0,0
1888,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1889,Repressive Energy,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1890,Enduring Torment,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1891,Shroud of Darkness,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1892,Demonic Miasma,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1893,Enraged,0.0,0.75,10.0,16,0,51,0,0,0,0,0,0,0
1894,Touch of Aaaaarrrrrrggghhh,1.75,0.75,10.0,10,0,51,5,0,0,0,0,0,5
1895,Wild Smash,0.5,0.0,8.0,14,0,51,0,0,0,0,255,0,5
1896,Unyielding Anguish,3.0,0.75,30.0,5,0,51,10,0,0,0,0,0,0
1897,Jadoth's Storm of Judgment,0.5,0.75,0.0,14,0,51,0,0,25,0,64,0,5
1898,Anguish Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1899,Avatar of Holiday Cheer,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1900,Side Step,0.0,0.0,25.0,10,7,51,0,0,0,0,0,0,0
1901,Jack Frost,3.0,0.75,20.0,22,8,51,0,0,0,0,0,0,0
1902,Avatar of Grenth,1.0,0.75,10.0,26,10,51,0,0,0,0,0,0,0
1903,Avatar of Dwayna,1.0,0.75,10.0,26,10,51,0,0,0,0,0,0,0
1904,Steady Aim,0.0,0.0,5.0,15,9,51,0,0,0,0,0,0,0
1905,Rudi's Red Nose,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1906,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1907,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1908,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1909,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1910,Charm Animal,0.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1911,Volatile Charr Crystal,0.0,0.0,0.0,7,0,51,0,0,0,0,0,0,0
1912,Hard Mode,0.0,0.0,0.0,18,0,51,0,0,0,0,0,0,0
1913,Claim Resource,3.0,0.75,0.0,10,0,51,0,0,0,0,0,0,0
1914,Hard Mode,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1915,Hard Mode NPC Buff,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1916,Sugar Jolt,0.0,0.0,0.0,6,0,51,0,0,0,0,0,0,0
1917,Rollerbeetle Racer,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1918,Ram,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,0
1919,Harden Shell,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,0
1920,Rollerbeetle Dash,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,0
1921,Super Rollerbeetle,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,0
1922,Rollerbeetle Echo,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,0
1923,Distracting Lunge,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,1
1924,Rollerbeetle Blast,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,1
1925,Spit Rocks,0.0,0.0,2147483647.0,16,0,51,0,0,0,0,0,0,1
1926,Lunar Blessing,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1927,Lucky Aura,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1928,Spiritual Possession,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1929,Water,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1930,Pig Form,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1931,Beetle Metamorphosis,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1932,(monster only),0.0,0.0,0.0,16,0,51,0,0,0,0,0,0,0
1933,Sugar Jolt,0.0,0.0,0.0,6,0,51,0,0,0,0,0,0,0
1934,Golden Egg,0.0,0.0,0.0,16,0,51,0,0,0,0,0,0,0
1935,Torturous Embers,0.0,0.0,8.0,14,0,51,5,0,0,0,185,0,5
1936,Test Buff,0.0,0.0,0.0,29,0,51,0,0,0,0,0,0,0
1937,Infernal Rage,0.0,0.0,45.0,3,0,51,10,0,0,0,0,0,0
1938,Putrid Flames,2.0,0.75,10.0,5,0,51,5,0,0,0,0,0,0
1939,Shroud of Ash,0.0,0.0,5.0,10,0,51,5,0,0,0,0,0,0
1940,Flame Call,4.0,0.75,2147483647.0,10,0,51,5,0,0,0,0,0,0
1941,Torturer's Inferno,0.0,0.0,45.0,10,0,51,5,0,0,0,0,0,0
1942,Whirling Fires,0.0,0.0,0.0,10,0,51,0,0,125,0,0,0,0
1943,Charr Siege Attack,3.0,0.75,3.0,10,0,51,5,0,0,0,0,0,16
1944,Charr Siege Attack,10.0,0.75,15.0,10,0,51,0,0,0,0,0,0,0
1945,Birthday Cupcake,0.0,0.0,0.0,16,0,51,0,0,0,0,0,0,0
1946,Blessing of the Luxons,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1947,Blessing of the Luxons,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1948,Shadow Sanctuary,0.25,0.75,30.0,6,7,51,5,0,0,0,0,0,0
1949,Ether Nightmare,3.0,0.75,25.0,4,5,51,10,0,0,0,0,0,5
1950,Signet of Corruption,1.0,0.75,20.0,7,4,51,0,0,0,0,0,0,5
1951,Elemental Lord,0.25,0.75,45.0,6,6,51,5,0,0,0,0,0,0
1952,Selfless Spirit,0.25,0.75,45.0,6,3,51,5,0,0,0,0,0,0
1953,Triple Shot,0.0,0.0,10.0,14,2,51,10,0,0,0,2,0,5
1954,"""Save Yourselves!""",0.0,0.0,0.0,15,1,51,0,0,200,0,0,0,0
1955,Aura of Holy Might,0.75,0.75,30.0,6,10,51,10,0,0,0,0,0,0
1956,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1957,Spear of Fury,1.0,0.75,8.0,14,9,51,5,0,0,0,64,0,5
1958,Attribute Balance,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1959,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1960,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1961,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1962,Mandragor Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1963,Giant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1964,Giant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1965,Skree Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1966,Skree Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1967,Insect Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1968,Insect Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1969,Minotaur Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1970,Minotaur Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1971,Corsair Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1972,Corsair Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1973,Plant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1974,Plant Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1975,Skale Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1976,Skale Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1977,Heket Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1978,Heket Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1979,Kournan Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1980,Kournan Bounty,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1981,Undead Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1982,Undead Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1983,Fire Dart,0.0,0.0,5.0,5,0,51,0,0,0,0,0,0,0
1984,Ice Dart,0.0,0.0,5.0,5,0,51,0,0,0,0,0,0,0
1985,Poison Dart,0.0,0.0,5.0,5,0,51,0,0,0,0,0,0,0
1986,Vampiric Assault,0.0,0.0,8.0,14,7,30,5,0,0,3,8,4,5
1987,Lotus Strike,0.0,0.0,12.0,14,7,29,10,0,0,2,8,2,5
1988,Golden Fang Strike,0.0,0.0,4.0,14,7,29,5,0,0,2,8,2,5
1989,REMOVE,1.0,0.75,12.0,6,7,30,10,0,0,0,0,0,0
1990,Falling Lotus Strike,0.0,0.0,12.0,14,7,29,5,0,0,2,8,0,5
1991,Sadist's Signet,1.0,0.75,8.0,7,7,30,0,0,0,0,0,0,5
1992,Signet of Distraction,0.25,0.75,15.0,7,5,2,0,0,0,0,0,0,5
1993,Signet of Recall,1.0,0.75,20.0,7,5,3,0,0,0,0,0,0,0
1994,Power Lock,0.25,0.75,12.0,5,5,2,5,0,0,0,0,0,5
1995,"Waste Not, Want Not",0.25,0.75,15.0,5,5,3,5,0,0,0,0,0,5
1996,Sum of All Fears,2.0,0.75,10.0,4,5,1,10,0,0,0,0,0,5
1997,Withering Aura,1.0,0.75,3.0,6,4,5,5,0,0,0,0,0,3
1998,Cacophony,2.0,0.75,15.0,4,4,7,10,0,0,0,0,0,5
1999,Winter's Embrace,0.75,0.75,15.0,4,6,11,10,0,0,0,0,0,5
2000,Earthen Shackles,1.0,0.75,15.0,4,6,9,10,0,0,0,0,0,5
2001,Ward of Weakness,1.0,0.75,20.0,11,6,9,10,0,0,0,0,0,0
2002,Glyph of Swiftness,1.0,0.75,10.0,12,6,8,5,0,0,0,0,0,0
2003,Cure Hex,1.0,0.75,12.0,5,3,13,5,0,0,0,0,0,3
2004,Smite Condition,1.0,0.75,7.0,5,3,14,5,0,0,0,0,0,3
2005,Smiter's Boon,0.25,0.75,10.0,6,3,16,5,0,0,0,0,0,0
2006,Castigation Signet,1.0,0.75,20.0,7,3,14,0,0,0,0,0,0,5
2007,Purifying Veil,1.0,0.75,6.0,6,3,15,5,0,0,0,0,0,3
2008,Pulverizing Smash,0.0,0.0,0.0,14,1,19,0,0,80,0,16,0,5
2009,Keen Chop,0.0,0.0,0.0,14,1,18,0,0,75,0,1,0,5
2010,Knee Cutter,0.0,0.0,1.0,14,1,20,0,0,120,0,128,0,5
2011,Grapple,0.75,0.0,12.0,10,1,51,5,0,0,0,0,0,5
2012,Radiant Scythe,0.0,0.0,0.0,14,10,41,0,0,150,0,32,0,5
2013,Grenth's Aura,0.0,0.0,10.0,6,10,42,10,0,0,0,0,0,0
2014,Signet of Pious Restraint,1.0,0.75,20.0,7,10,42,0,0,0,0,0,0,5
2015,Farmer's Scythe,0.0,0.0,12.0,14,10,41,5,0,0,0,32,0,5
2016,Energetic Was Lee Sa,2.0,0.75,20.0,24,8,36,10,0,0,0,0,0,0
2017,Anthem of Weariness,1.0,0.75,10.0,27,9,38,5,0,0,0,0,0,0
2018,Anthem of Disruption,1.0,0.75,15.0,27,9,38,10,0,0,0,0,0,0
2019,Burning Ground,0.0,0.0,2.0,5,0,51,0,0,0,0,0,0,0
2020,Freezing Ground,0.0,0.0,2.0,5,0,51,0,0,0,0,0,0,0
2021,Poison Ground,0.0,0.0,2.0,5,0,51,0,0,0,0,0,0,0
2022,Fire Jet,0.0,0.0,10.0,5,0,51,0,0,0,0,0,0,0
2023,Ice Jet,0.0,0.0,10.0,23,0,51,0,0,0,0,0,0,0
2024,Poison Jet,0.0,0.0,10.0,5,0,51,0,0,0,0,0,0,0
2025,Lava Pool,0.0,0.0,1.0,23,0,51,0,0,0,0,0,0,0
2026,Water Pool,0.0,0.0,1.0,23,0,51,0,0,0,0,0,0,0
2027,Fire Spout,0.0,0.0,10.0,5,0,51,0,0,0,0,0,0,0
2028,Ice Spout,0.0,0.0,10.0,23,0,51,0,0,0,0,0,0,0
2029,Poison Spout,0.0,0.0,10.0,5,0,51,0,0,0,0,0,0,0
2030,Dhuum Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2031,Dhuum Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2032,Elemental Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2033,Elemental Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2034,Monolith Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2035,Monolith Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2036,Margonite Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2037,Margonite Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2038,Menzies Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2039,Menzies Battle,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2040,Anguish Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2041,Titan Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2042,Titan Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2043,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2044,Monster Hunt,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
2045,Sarcophagus Spores,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
2046,Exploding Barrel,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
2047,Greater Hard Mode NPC Buff,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
2048,Fire Boulder,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
2049,Dire Snowball,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
2050,Boulder,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
2051,Summon Spirits,0.25,0.75,5.0,5,8,51,5,0,0,0,0,0,0
2052,Shadow Fang,0.25,0.75,45.0,4,7,30,10,0,0,0,0,0,5
2053,Calculated Risk,1.0,0.75,7.0,4,5,1,5,0,0,0,0,0,5
2054,Shrinking Armor,1.0,0.75,8.0,4,5,1,5,0,0,0,0,0,5
2055,Aneurysm,1.0,0.75,5.0,5,5,2,5,0,0,0,0,0,5
2056,Wandering Eye,2.0,0.75,12.0,4,5,1,5,0,0,0,0,0,5
2057,Foul Feast,0.25,0.75,4.0,5,4,6,5,0,0,0,0,0,4
